Accident ID,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause,DayOfWeek,Month,Hour,Cluster
66cd8be0,"London, UK",-28.501948,42.425264,Snow,Icy,4,5,Weather Conditions,5,12,9,1
df0737cd,"Beijing, China",-16.103181,-122.28521,Storm,Wet,2,7,Mechanical Failure,2,2,5,0
77de9848,"New York, USA",73.276648,-84.120968,Clear,Gravel,2,2,Speeding,3,10,11,3
8571e1f5,"São Paulo, Brazil",29.10476,119.041674,Fog,Dry,5,2,Drunk Driving,5,6,23,1
9f3731de,"New York, USA",-35.233056,-4.930217,Hail,Dry,4,0,Drunk Driving,2,11,23,1
46e6710a,"Sydney, Australia",61.343455,-45.786025,Storm,Icy,1,3,Distracted Driving,3,6,4,3
367640ae,"Sydney, Australia",50.742825,89.961508,Storm,Gravel,4,8,Distracted Driving,5,3,2,2
e66af276,"New York, USA",29.764389,-11.716639,Storm,Snowy,4,6,Mechanical Failure,2,3,15,2
b7b41c39,"London, UK",-72.868605,-63.89731,Clear,Under Construction,2,5,Distracted Driving,5,10,3,0
4bb239d6,"Beijing, China",47.766762,153.625003,Fog,Icy,2,2,Distracted Driving,4,2,14,3
ddc5855f,"Tokyo, Japan",22.836376,151.662909,Clear,Gravel,4,5,Weather Conditions,0,8,12,1
1f180f91,"Beijing, China",-52.740202,-62.098156,Snow,Dry,3,5,Drunk Driving,1,2,21,0
091ab239,"Paris, France",-77.437135,166.070046,Clear,Gravel,3,0,Reckless Driving,2,1,17,0
c3f23763,"Berlin, Germany",77.424363,-59.914837,Snow,Snowy,4,8,Mechanical Failure,6,12,6,2
92cfc477,"Tokyo, Japan",-40.696216,-99.918592,Snow,Dry,5,4,Reckless Driving,6,1,23,1
697ac20c,"London, UK",82.152362,-38.028907,Snow,Gravel,4,4,Distracted Driving,4,9,3,1
4501cc09,"Paris, France",-87.432497,35.451224,Fog,Icy,2,10,Drunk Driving,6,6,12,0
6924853b,"London, UK",-45.072036,143.609112,Clear,Wet,1,9,Mechanical Failure,6,6,8,0
b6abb0c2,"Toronto, Canada",-19.470267,-18.855066,Rain,Dry,2,0,Weather Conditions,1,8,5,0
bc465c3f,"Berlin, Germany",-82.76759,84.948457,Snow,Dry,1,5,Weather Conditions,6,9,4,0
af5827ce,"Sydney, Australia",-39.942898,92.189126,Storm,Dry,5,3,Speeding,0,7,1,1
46dbc431,"London, UK",-78.873164,-142.814674,Snow,Gravel,1,5,Weather Conditions,6,8,3,0
20d76835,"Tokyo, Japan",61.93747,-54.962499,Fog,Dry,3,8,Distracted Driving,0,10,8,3
1af27be8,"Sydney, Australia",-17.423541,-10.87395,Rain,Icy,2,1,Mechanical Failure,1,11,5,0
fd397e7e,"Sydney, Australia",56.991517,96.831246,Clear,Wet,1,9,Speeding,1,1,10,3
d0e679dc,"Toronto, Canada",77.543036,-172.203841,Clear,Gravel,2,7,Speeding,5,10,20,3
89f997d2,"Mumbai, India",-5.692554,-86.101375,Storm,Snowy,5,5,Speeding,3,10,5,2
3f943207,"Sydney, Australia",-84.073558,157.734344,Clear,Dry,1,9,Mechanical Failure,6,7,17,0
d8ffc64e,"Toronto, Canada",-62.676266,94.625104,Hail,Icy,2,4,Weather Conditions,4,4,1,0
41e46c9f,"Mumbai, India",64.683175,163.613447,Fog,Dry,5,1,Weather Conditions,2,12,9,1
1294a37b,"Beijing, China",-39.493469,133.444246,Clear,Snowy,5,7,Distracted Driving,2,6,2,2
9beae5a9,"New York, USA",48.002199,91.629813,Hail,Snowy,5,1,Mechanical Failure,1,2,17,1
6ef17fbe,"Tokyo, Japan",-32.42244,-86.303867,Rain,Gravel,2,9,Distracted Driving,3,1,21,0
03943924,"Tokyo, Japan",54.865572,83.801852,Hail,Dry,1,1,Distracted Driving,1,4,7,3
e5734b01,"London, UK",-84.091721,137.47453,Snow,Gravel,2,10,Reckless Driving,3,8,23,0
7bb0f78c,"Berlin, Germany",-85.885529,-146.404934,Clear,Gravel,5,6,Reckless Driving,1,1,19,2
5ed8e7c5,"Beijing, China",-79.921184,-47.64218,Hail,Icy,1,3,Mechanical Failure,0,8,12,0
fe3a9af3,"São Paulo, Brazil",57.933135,111.860265,Rain,Icy,4,9,Reckless Driving,4,8,8,2
72e5e397,"Toronto, Canada",52.126147,149.347807,Fog,Under Construction,2,0,Distracted Driving,0,7,6,3
c381165b,"Tokyo, Japan",58.230629,171.039116,Fog,Snowy,2,2,Mechanical Failure,6,9,21,3
46607bfa,"Mumbai, India",59.110832,-10.437492,Fog,Wet,4,8,Speeding,0,1,23,2
9a701922,"Beijing, China",75.900786,31.634159,Snow,Dry,2,9,Drunk Driving,2,8,17,3
3acec818,"Sydney, Australia",-34.158663,162.654831,Storm,Dry,1,10,Speeding,5,12,6,0
58490077,"Toronto, Canada",-27.33654,-97.508349,Storm,Dry,5,8,Reckless Driving,2,10,21,2
e68892d3,"Berlin, Germany",6.650632,6.60316,Snow,Wet,3,4,Reckless Driving,0,5,20,0
aacdba27,"Mumbai, India",-49.804133,-106.536439,Clear,Wet,3,10,Mechanical Failure,3,9,15,2
6f35565e,"Sydney, Australia",72.840953,150.458502,Snow,Under Construction,4,5,Mechanical Failure,0,3,13,1
6047849f,"São Paulo, Brazil",-79.66248,73.89145,Rain,Under Construction,4,2,Drunk Driving,0,2,22,0
104219fb,"London, UK",44.66814,77.395894,Storm,Snowy,5,0,Drunk Driving,1,12,22,1
68e767d5,"Berlin, Germany",22.297609,48.235718,Clear,Dry,5,5,Weather Conditions,3,8,0,1
a57d7a99,"London, UK",-9.689341,68.784158,Storm,Wet,4,6,Weather Conditions,5,4,8,2
6bc72107,"New York, USA",-75.404895,-151.058999,Fog,Under Construction,2,3,Mechanical Failure,1,3,12,0
af6afc2f,"Berlin, Germany",-67.22158,-131.976977,Snow,Icy,3,9,Speeding,5,6,7,2
ba53221f,"London, UK",-26.365263,22.652306,Hail,Snowy,2,10,Distracted Driving,4,9,1,2
9b3b921c,"Sydney, Australia",-58.98822,125.723936,Rain,Gravel,3,8,Distracted Driving,3,2,10,2
0d39d3ea,"London, UK",-31.587202,10.151822,Storm,Snowy,3,0,Distracted Driving,5,11,0,1
c9cadf92,"Beijing, China",-59.578709,-28.952537,Fog,Gravel,1,6,Drunk Driving,1,10,18,0
ae7ecd20,"Sydney, Australia",-6.798024,59.47321,Hail,Under Construction,1,10,Speeding,5,6,8,3
cdb861bc,"Sydney, Australia",-6.539167,179.505736,Rain,Under Construction,2,9,Drunk Driving,6,3,17,2
11e84d24,"Sydney, Australia",-20.098166,-129.788738,Storm,Gravel,3,6,Mechanical Failure,6,2,21,0
85f55538,"São Paulo, Brazil",-57.211281,-36.72571,Hail,Snowy,3,0,Drunk Driving,5,5,9,0
3a9d690d,"London, UK",30.182346,46.344289,Rain,Dry,3,8,Speeding,0,5,9,2
557b5291,"Beijing, China",75.431903,-152.020234,Fog,Snowy,4,4,Mechanical Failure,0,12,22,1
011981d1,"Berlin, Germany",-25.983227,-32.852687,Snow,Icy,3,9,Speeding,6,2,15,2
c8f3ae4e,"Sydney, Australia",36.680394,-42.66902,Clear,Icy,5,6,Speeding,3,8,23,1
46caee2d,"Tokyo, Japan",-18.632741,-20.200215,Fog,Dry,3,8,Reckless Driving,2,11,2,2
80c7afe4,"Paris, France",-78.135169,96.826816,Clear,Snowy,5,5,Reckless Driving,6,12,4,2
296f13ca,"Paris, France",7.023614,0.451403,Hail,Under Construction,5,1,Reckless Driving,4,6,12,1
7aaf4f56,"Tokyo, Japan",-27.211598,170.523428,Rain,Snowy,3,9,Drunk Driving,5,9,10,2
9d3bace5,"São Paulo, Brazil",66.493331,-82.544216,Rain,Snowy,1,2,Reckless Driving,4,8,2,3
38d2496a,"Paris, France",-35.036477,108.511796,Storm,Snowy,2,9,Distracted Driving,6,1,0,2
bb79aa53,"Paris, France",-61.96042,22.741398,Clear,Under Construction,1,5,Distracted Driving,3,7,14,0
0afad50e,"London, UK",-58.754623,116.871835,Fog,Gravel,2,8,Speeding,3,11,17,0
894efa0a,"London, UK",-62.178792,-164.58074,Fog,Wet,5,5,Weather Conditions,3,2,15,2
f798f111,"Paris, France",54.204155,-54.212011,Rain,Dry,2,3,Speeding,5,6,1,3
4a994587,"New York, USA",-27.985939,130.899851,Fog,Dry,1,3,Drunk Driving,5,4,11,0
c7add8f4,"São Paulo, Brazil",-25.58974,-1.20813,Fog,Snowy,4,2,Mechanical Failure,6,5,2,1
229436a5,"London, UK",40.495591,-167.136358,Hail,Wet,2,4,Speeding,3,5,23,3
f85ee5d6,"Toronto, Canada",27.105609,87.053459,Clear,Gravel,2,9,Mechanical Failure,2,9,15,3
574fd131,"New York, USA",12.625644,-83.444868,Hail,Gravel,4,4,Mechanical Failure,2,6,7,1
1ae3ce5b,"Tokyo, Japan",-41.374547,-155.816038,Fog,Gravel,2,6,Mechanical Failure,6,5,18,0
b9a0c0db,"São Paulo, Brazil",24.922042,39.388929,Hail,Icy,4,3,Distracted Driving,4,5,0,1
857112d0,"São Paulo, Brazil",61.958603,163.144002,Hail,Dry,1,7,Mechanical Failure,2,12,19,3
4029b332,"Toronto, Canada",32.799411,-8.90684,Clear,Gravel,5,7,Mechanical Failure,1,7,16,2
ec45c291,"New York, USA",-80.273719,88.544342,Clear,Wet,4,1,Drunk Driving,5,3,7,1
1e9dd413,"Sydney, Australia",30.410846,157.461356,Clear,Snowy,4,0,Mechanical Failure,5,12,18,1
2fb197cf,"Beijing, China",-14.684011,95.56834,Rain,Snowy,5,7,Drunk Driving,3,2,14,2
c8274193,"São Paulo, Brazil",62.859532,137.230806,Clear,Icy,5,4,Reckless Driving,2,1,9,1
2e0262dc,"Paris, France",-12.003685,-121.087931,Rain,Wet,2,1,Reckless Driving,1,6,10,0
723e189c,"São Paulo, Brazil",-33.897928,-76.364033,Hail,Under Construction,3,10,Drunk Driving,0,1,14,2
be9250af,"Berlin, Germany",79.909808,78.604332,Clear,Snowy,5,1,Weather Conditions,1,4,13,1
a38674e4,"Paris, France",-6.881326,174.106676,Fog,Snowy,4,5,Mechanical Failure,1,5,0,2
b3727534,"Beijing, China",-62.163884,-94.22703,Hail,Wet,1,1,Distracted Driving,0,8,3,0
0ef6f7d1,"Paris, France",-41.272771,-147.089756,Fog,Wet,5,3,Speeding,5,4,13,1
b60d77ca,"Berlin, Germany",-47.255568,-38.827335,Hail,Under Construction,3,0,Distracted Driving,5,3,13,1
61100403,"Toronto, Canada",-47.308872,-76.971965,Snow,Gravel,4,6,Reckless Driving,0,3,11,2
459e1924,"London, UK",-85.519106,-79.165181,Fog,Wet,4,4,Mechanical Failure,5,10,23,0
7484f55c,"Sydney, Australia",-22.328827,50.775004,Fog,Under Construction,2,5,Reckless Driving,0,3,20,0
1395ecc1,"Tokyo, Japan",-48.056424,50.795331,Hail,Wet,2,8,Drunk Driving,6,2,15,0
e30a8c3d,"Beijing, China",20.793258,174.202793,Fog,Snowy,2,0,Reckless Driving,2,11,16,1
b42ddbbd,"Beijing, China",-41.223904,115.850651,Hail,Gravel,5,8,Drunk Driving,4,6,4,2
23f5d3ec,"Tokyo, Japan",7.325489,-19.744203,Fog,Gravel,1,2,Drunk Driving,4,7,19,3
558014cd,"London, UK",80.198026,126.59777,Storm,Wet,1,3,Mechanical Failure,1,1,7,3
24920823,"New York, USA",-40.074701,-141.026726,Snow,Under Construction,3,8,Drunk Driving,3,12,10,2
c73841fd,"New York, USA",32.793328,-53.898965,Hail,Under Construction,1,2,Weather Conditions,0,7,5,3
78f065a8,"Toronto, Canada",-19.526424,56.386657,Rain,Under Construction,3,4,Distracted Driving,4,2,9,0
fd1d85e2,"Sydney, Australia",-13.546076,-104.978308,Rain,Under Construction,5,9,Reckless Driving,6,12,11,2
e4b6259c,"Paris, France",86.658748,-162.329097,Storm,Snowy,4,10,Mechanical Failure,3,2,3,2
a9a6cd71,"Mumbai, India",77.406879,-17.495675,Rain,Under Construction,1,1,Distracted Driving,0,7,1,3
e45b66d2,"Paris, France",64.599255,7.335432,Clear,Under Construction,5,7,Mechanical Failure,1,12,6,2
8707a6e7,"New York, USA",39.073677,-14.602694,Clear,Icy,2,9,Mechanical Failure,3,10,15,3
9cdc1931,"Toronto, Canada",76.043812,176.912935,Fog,Snowy,3,3,Speeding,6,3,23,3
24c77c3d,"Berlin, Germany",-41.750878,-121.292305,Storm,Wet,1,0,Mechanical Failure,0,1,5,0
24cf32bc,"Beijing, China",19.656233,-151.728562,Snow,Dry,5,5,Reckless Driving,0,7,21,1
58106974,"Tokyo, Japan",-69.115681,-84.106636,Hail,Wet,4,7,Mechanical Failure,6,2,16,2
85bb799a,"Toronto, Canada",60.02057,-31.534012,Storm,Under Construction,3,6,Mechanical Failure,6,3,12,3
630e1f7a,"Berlin, Germany",0.485449,39.336074,Rain,Dry,2,2,Reckless Driving,3,3,4,3
1e4896eb,"London, UK",-67.127068,-19.390782,Fog,Wet,1,4,Distracted Driving,2,9,11,0
bed9de50,"Paris, France",65.5225,-44.79713,Rain,Under Construction,3,0,Distracted Driving,3,3,3,1
9c16874f,"Berlin, Germany",75.996224,-92.227376,Hail,Gravel,1,4,Distracted Driving,3,2,5,3
a66b1a72,"Toronto, Canada",-66.153635,-143.010085,Snow,Dry,1,10,Distracted Driving,3,11,22,0
0ab932df,"London, UK",-46.786582,87.892715,Clear,Snowy,1,4,Speeding,2,7,17,0
f1db07c9,"Tokyo, Japan",75.221834,4.552487,Clear,Wet,3,3,Speeding,4,12,0,3
5c7f5fff,"São Paulo, Brazil",-60.39028,112.219883,Hail,Wet,3,1,Distracted Driving,5,5,21,0
b4136521,"Tokyo, Japan",-15.947745,-87.619705,Storm,Gravel,1,7,Weather Conditions,0,5,2,0
fb84a1ae,"Mumbai, India",38.466356,58.061404,Snow,Under Construction,2,5,Reckless Driving,3,2,22,3
9ffc1a7c,"Berlin, Germany",-55.859144,-21.315929,Snow,Snowy,4,0,Reckless Driving,2,2,22,1
676e75a1,"São Paulo, Brazil",-25.78063,112.087016,Rain,Snowy,2,3,Speeding,2,10,8,0
424447f6,"Tokyo, Japan",-8.565989,52.376524,Clear,Snowy,2,10,Weather Conditions,0,4,17,2
3f73d9c2,"Sydney, Australia",74.885951,-106.224418,Hail,Gravel,5,0,Drunk Driving,5,8,3,1
8f4ec1c2,"Toronto, Canada",11.97219,-141.500723,Clear,Gravel,2,1,Drunk Driving,3,10,6,3
798f0d7d,"New York, USA",-30.245593,-133.333397,Snow,Wet,2,10,Weather Conditions,1,10,22,0
e815533b,"Berlin, Germany",46.410674,-58.616688,Rain,Wet,1,8,Weather Conditions,4,5,11,3
56f97c0b,"Berlin, Germany",-81.375725,110.25697,Clear,Gravel,3,8,Drunk Driving,6,2,0,2
0e5f6e07,"São Paulo, Brazil",44.054465,38.472156,Rain,Gravel,4,4,Mechanical Failure,2,5,14,1
d2fff7c5,"Beijing, China",63.62903,-51.556647,Snow,Under Construction,3,10,Mechanical Failure,5,5,7,2
48d1a06b,"Paris, France",-67.951406,70.862736,Rain,Wet,4,9,Reckless Driving,0,10,14,2
b34ab8eb,"Tokyo, Japan",-77.979212,150.312462,Fog,Dry,1,3,Drunk Driving,0,9,21,0
fa11bb49,"Toronto, Canada",23.987779,-8.034073,Storm,Wet,1,10,Weather Conditions,4,1,3,3
4c1029cd,"Sydney, Australia",-4.671594,133.173563,Storm,Snowy,4,9,Reckless Driving,2,1,22,2
c231378e,"Paris, France",66.256248,92.572334,Storm,Icy,5,0,Distracted Driving,4,1,3,1
3b8ae765,"Paris, France",-12.099552,138.162162,Hail,Under Construction,5,5,Mechanical Failure,1,7,21,1
0efe4b9c,"New York, USA",-48.914665,120.682468,Snow,Gravel,5,7,Drunk Driving,5,2,19,2
5280357c,"Mumbai, India",74.254625,-31.408885,Fog,Snowy,3,7,Weather Conditions,1,10,8,3
3f598429,"Berlin, Germany",24.830602,158.646987,Clear,Icy,5,2,Reckless Driving,1,3,13,1
e05f23cf,"Mumbai, India",55.112895,154.20511,Snow,Snowy,4,3,Distracted Driving,0,2,14,1
4cfba4f7,"Sydney, Australia",-60.325825,23.02028,Fog,Gravel,4,8,Speeding,5,2,9,2
158ba2f2,"Toronto, Canada",87.596058,60.708103,Storm,Icy,2,0,Weather Conditions,6,12,21,3
e032093b,"Paris, France",-41.413025,144.787595,Rain,Dry,5,0,Distracted Driving,0,4,9,1
1d9d3bd1,"Beijing, China",55.424307,83.83721,Clear,Snowy,5,4,Speeding,3,2,11,1
3ccfb352,"Berlin, Germany",5.395965,171.778591,Fog,Wet,4,9,Mechanical Failure,0,10,3,2
f6c2f6bf,"Beijing, China",-11.37954,-71.804008,Rain,Dry,5,6,Weather Conditions,3,10,3,2
002bf4aa,"Toronto, Canada",5.875441,158.803703,Clear,Wet,4,5,Distracted Driving,0,6,0,2
c424580f,"Sydney, Australia",-5.520115,128.43118,Storm,Gravel,2,6,Distracted Driving,2,11,5,0
62b0cf47,"Mumbai, India",10.162165,-30.637459,Storm,Under Construction,1,3,Reckless Driving,5,3,18,0
2d036897,"New York, USA",-55.466377,-75.995615,Clear,Icy,1,2,Speeding,3,5,12,0
83aa7fcf,"Berlin, Germany",87.339973,60.691405,Clear,Snowy,1,2,Weather Conditions,1,5,0,3
8774cc41,"Berlin, Germany",3.116638,170.947302,Rain,Snowy,5,5,Weather Conditions,1,2,3,2
bec3945a,"Paris, France",4.277057,40.25983,Fog,Dry,2,8,Speeding,4,1,7,3
7258b194,"London, UK",36.187699,27.46975,Fog,Gravel,3,7,Speeding,4,12,1,3
31767199,"Sydney, Australia",65.576106,41.863701,Rain,Dry,3,2,Drunk Driving,4,1,22,1
8ef6b1ca,"Tokyo, Japan",60.390848,-80.662949,Clear,Under Construction,4,6,Drunk Driving,2,1,10,2
b167b4fb,"Paris, France",27.14085,-15.802898,Clear,Icy,3,5,Reckless Driving,1,7,12,3
3cf1b8db,"Paris, France",-12.712899,-153.064718,Clear,Gravel,1,3,Reckless Driving,2,4,9,3
ebf2e0a9,"New York, USA",73.828924,-94.285293,Snow,Wet,4,7,Reckless Driving,4,8,19,2
560face6,"Beijing, China",-47.954664,83.0925,Snow,Gravel,2,3,Drunk Driving,5,12,17,0
add8792d,"London, UK",-74.959948,-179.919607,Clear,Under Construction,2,0,Speeding,5,1,2,0
37cd2be7,"Paris, France",52.145676,7.090487,Rain,Icy,4,7,Weather Conditions,6,2,0,2
d7bb3c36,"Beijing, China",-79.007313,75.956275,Hail,Snowy,2,8,Drunk Driving,0,8,17,0
b2c84923,"Paris, France",-32.99088,-83.946039,Hail,Gravel,1,10,Reckless Driving,1,6,17,0
b64b05b7,"São Paulo, Brazil",-67.66719,126.014003,Snow,Gravel,3,1,Weather Conditions,5,2,17,0
17fb4f6e,"New York, USA",-25.687431,-139.832284,Snow,Under Construction,5,5,Mechanical Failure,5,2,20,2
228787ac,"São Paulo, Brazil",-69.305859,39.628273,Clear,Wet,5,2,Drunk Driving,0,10,17,1
e1d95a9d,"Berlin, Germany",31.707462,22.840657,Fog,Gravel,1,10,Speeding,4,7,16,3
1707632f,"London, UK",-4.889287,-154.222038,Clear,Gravel,2,1,Speeding,4,6,20,0
35d985ff,"Berlin, Germany",-62.508368,-73.860279,Rain,Snowy,2,9,Drunk Driving,0,7,20,0
11f02768,"São Paulo, Brazil",-26.687885,9.453657,Clear,Wet,3,10,Drunk Driving,4,12,20,2
9f879268,"Beijing, China",-64.487148,165.750065,Storm,Dry,2,8,Mechanical Failure,5,6,4,0
e56e36cc,"Toronto, Canada",78.045092,-134.051653,Snow,Dry,5,7,Weather Conditions,6,11,18,2
fd3aafa1,"Tokyo, Japan",-50.914846,-127.73421,Fog,Under Construction,2,7,Reckless Driving,3,6,5,0
f6a9e6fa,"London, UK",-61.949578,-118.013461,Rain,Icy,5,8,Mechanical Failure,3,12,13,2
2af2e4b2,"Toronto, Canada",1.31084,63.815236,Snow,Gravel,2,10,Speeding,5,7,14,2
9031699d,"Sydney, Australia",39.958502,-174.602336,Clear,Dry,4,3,Drunk Driving,1,11,20,1
54c027d9,"Toronto, Canada",34.835964,177.67555,Storm,Wet,3,4,Mechanical Failure,0,7,21,1
d1d1cd3f,"Tokyo, Japan",59.359754,171.318439,Hail,Gravel,2,9,Drunk Driving,1,1,16,3
804dd9c1,"New York, USA",65.609835,166.980513,Fog,Dry,1,9,Reckless Driving,5,11,0,3
3d057289,"Toronto, Canada",-70.935616,-72.969282,Snow,Icy,1,1,Speeding,3,10,15,0
7d2f61f1,"Sydney, Australia",-75.88802,37.329427,Hail,Snowy,4,2,Weather Conditions,2,10,5,1
55e98d00,"Mumbai, India",-28.337647,-34.20378,Storm,Gravel,4,7,Mechanical Failure,6,11,23,2
3b18a67f,"London, UK",-41.366362,53.826777,Clear,Wet,5,6,Weather Conditions,4,5,4,2
24ab9b07,"Tokyo, Japan",18.513702,120.66227,Snow,Dry,2,3,Reckless Driving,3,7,21,3
3164ece6,"Berlin, Germany",-75.812972,-66.621826,Snow,Dry,5,4,Distracted Driving,2,5,21,1
e302c8d2,"Mumbai, India",-46.009838,-125.924836,Rain,Gravel,3,0,Reckless Driving,0,2,8,0
24402921,"Mumbai, India",74.581536,-118.145566,Storm,Dry,5,10,Speeding,0,10,10,2
f54d064a,"Berlin, Germany",80.107741,-118.868515,Rain,Gravel,4,2,Drunk Driving,5,10,5,1
3c18e348,"Beijing, China",-56.658792,102.758077,Hail,Dry,2,4,Distracted Driving,0,7,8,0
34349054,"Berlin, Germany",-73.631879,145.068301,Fog,Gravel,1,2,Drunk Driving,6,9,13,0
90ff58c1,"Mumbai, India",-15.690596,-12.825452,Snow,Snowy,2,3,Reckless Driving,3,11,2,0
e81c5c75,"London, UK",45.910524,18.538245,Storm,Wet,1,6,Weather Conditions,6,5,1,3
2a71be65,"Tokyo, Japan",62.42326,39.08263,Storm,Wet,3,8,Distracted Driving,2,5,13,3
5a77430e,"Beijing, China",9.444008,-97.742637,Hail,Icy,4,7,Distracted Driving,2,3,22,2
96f65a27,"Berlin, Germany",89.36486,-71.638729,Fog,Under Construction,1,10,Reckless Driving,6,9,4,3
11219dd6,"Paris, France",-81.611575,8.126016,Hail,Snowy,1,7,Speeding,6,6,9,0
f3605269,"Mumbai, India",66.102838,64.9153,Snow,Gravel,2,1,Distracted Driving,2,12,14,3
d8c8891f,"Sydney, Australia",-26.290935,118.710494,Rain,Snowy,5,4,Weather Conditions,5,7,6,1
ebcb3d12,"Berlin, Germany",-61.412092,-39.215201,Rain,Snowy,1,7,Speeding,4,11,0,0
7fa9fba2,"São Paulo, Brazil",-79.102443,37.281895,Fog,Snowy,2,2,Reckless Driving,5,11,12,0
78543143,"Berlin, Germany",-18.475872,67.226851,Fog,Snowy,3,7,Reckless Driving,1,6,23,2
d4f10713,"New York, USA",21.216358,-57.614488,Hail,Gravel,5,3,Speeding,4,2,8,1
62977856,"Paris, France",61.125387,40.492607,Hail,Under Construction,5,5,Mechanical Failure,2,4,14,1
d6cd9db9,"New York, USA",-65.897577,143.555033,Fog,Snowy,5,10,Drunk Driving,2,6,3,2
04191e43,"Paris, France",-73.134041,-71.550989,Storm,Icy,1,4,Drunk Driving,2,2,13,0
333bae19,"São Paulo, Brazil",19.36336,42.294109,Hail,Snowy,3,2,Reckless Driving,0,9,9,1
489e793f,"Paris, France",-34.523561,-159.987818,Fog,Dry,4,10,Reckless Driving,0,2,7,2
c32ccb0a,"São Paulo, Brazil",-39.198061,134.059167,Storm,Wet,3,8,Drunk Driving,6,3,23,0
3ccf0e08,"Sydney, Australia",-3.994497,138.679076,Hail,Dry,1,1,Speeding,4,5,9,0
7a82bc7f,"Sydney, Australia",-14.474989,-73.497599,Hail,Gravel,5,4,Weather Conditions,3,8,23,1
49c955d8,"Sydney, Australia",7.529253,144.931727,Rain,Wet,3,0,Weather Conditions,2,9,3,1
d9027372,"Beijing, China",87.559662,-7.932229,Hail,Snowy,4,0,Distracted Driving,2,5,19,1
21d8822c,"New York, USA",-40.780695,159.31639,Hail,Wet,3,6,Distracted Driving,3,1,5,0
8d88fe85,"Tokyo, Japan",61.495554,-148.218829,Rain,Wet,3,5,Drunk Driving,5,1,10,3
cc83fecb,"Toronto, Canada",45.692299,-158.419705,Clear,Icy,3,1,Reckless Driving,4,6,1,1
171adbb0,"New York, USA",43.457043,-34.125384,Clear,Dry,2,7,Distracted Driving,0,9,18,3
59e23f98,"Mumbai, India",-61.441025,35.06454,Storm,Wet,4,2,Reckless Driving,0,11,20,1
1668ee7c,"Toronto, Canada",-87.021705,17.820223,Clear,Dry,3,9,Distracted Driving,3,11,4,2
eba9fd08,"Beijing, China",30.504119,-34.686089,Fog,Dry,1,5,Drunk Driving,0,6,2,3
8cbd3cf7,"São Paulo, Brazil",-18.507568,166.834306,Snow,Under Construction,4,9,Reckless Driving,0,2,2,2
1dc97c11,"Mumbai, India",28.77154,71.840984,Clear,Gravel,4,1,Reckless Driving,5,7,1,1
12068a47,"Berlin, Germany",28.437645,-144.456413,Snow,Gravel,3,0,Distracted Driving,5,11,11,1
0025183f,"Paris, France",3.343565,167.787225,Rain,Dry,3,3,Drunk Driving,6,8,13,1
af77b819,"Paris, France",26.860397,133.810443,Clear,Snowy,2,4,Reckless Driving,2,4,4,3
90e5aad4,"São Paulo, Brazil",0.937209,-7.651252,Hail,Icy,1,9,Drunk Driving,2,3,17,3
6596fb50,"São Paulo, Brazil",4.45844,52.599372,Hail,Dry,4,7,Mechanical Failure,2,10,15,2
fef67669,"Beijing, China",-21.073979,-60.876511,Fog,Snowy,5,9,Distracted Driving,1,10,6,2
ecd68e7a,"London, UK",0.154784,-25.59246,Snow,Dry,4,6,Drunk Driving,6,9,21,2
ca878727,"Sydney, Australia",-28.122722,-108.213899,Fog,Dry,4,4,Speeding,0,10,5,1
f71085dc,"São Paulo, Brazil",13.574823,146.867981,Rain,Icy,5,2,Speeding,0,6,15,1
e90477bd,"Sydney, Australia",-50.390088,58.365383,Fog,Snowy,4,3,Reckless Driving,3,9,13,1
2c209ed7,"Beijing, China",-65.409371,32.0293,Hail,Gravel,5,9,Weather Conditions,6,9,14,2
250ce13b,"New York, USA",-30.586499,-96.363388,Fog,Icy,3,3,Distracted Driving,1,6,13,0
d7dba269,"Tokyo, Japan",-87.110845,-165.789225,Snow,Wet,1,9,Drunk Driving,4,9,13,0
3166606e,"London, UK",-50.640354,-1.126844,Rain,Wet,2,4,Reckless Driving,3,12,0,0
0452fb72,"Berlin, Germany",78.9884,45.834368,Rain,Gravel,3,0,Drunk Driving,6,9,12,1
7153be73,"London, UK",-60.189045,3.791834,Snow,Under Construction,3,5,Speeding,5,8,18,0
23514597,"London, UK",-29.369755,-84.907614,Storm,Snowy,4,9,Reckless Driving,5,5,19,2
6015e208,"Berlin, Germany",18.12082,46.034438,Clear,Wet,2,6,Weather Conditions,6,7,3,3
0941357f,"Berlin, Germany",-70.919371,-13.291555,Snow,Snowy,5,3,Drunk Driving,1,11,12,1
e9a42bc2,"São Paulo, Brazil",-56.901374,-43.01587,Rain,Wet,5,5,Mechanical Failure,0,7,16,2
8d8a1ea1,"Berlin, Germany",-11.814599,-56.526721,Rain,Dry,3,4,Reckless Driving,2,10,22,0
52587419,"London, UK",69.639104,176.30823,Hail,Dry,4,10,Speeding,4,9,12,2
6b0e60de,"London, UK",15.313252,12.075049,Fog,Under Construction,2,2,Drunk Driving,2,7,21,3
a475e71c,"Sydney, Australia",19.437955,103.145888,Rain,Dry,5,4,Mechanical Failure,5,5,13,1
a930e307,"Beijing, China",-25.544179,-106.960991,Clear,Icy,1,4,Reckless Driving,4,4,18,0
b63b4538,"Toronto, Canada",63.114156,-101.68237,Rain,Under Construction,4,8,Distracted Driving,0,10,14,2
